name_tovar_ua;kod_tovar;brend;price;dlina;glubina;visota;spalnoe;image;mimage1;mimage2;mimage3;mimage4;mimage5;mimage6;mimage7;mimage8;mimage9;mimage10;mimage11;mimage12;mimage13;mimage14;mimage15;mimage16;mimage17;mimage18;mimage19;mimage20
Кутовий диван Капріолі;M-24-77-7350;MiaNotti;24650;267 см;160 см;87,5 см;153 см х 225 см;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-145.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-146.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-147.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-148.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-149.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-150.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-151.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-152.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-153.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-154.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-155.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-156.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-157.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-158.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-159.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-160.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-161.jpg;images/konstanta-site/kutovij-divan-kaprol/kutovij-divan-kaprol-kiev-odesa-lviv-162.jpg;0;0;0
Кутовий диван Йорк;M-23-77-7380;MiaNotti;23780;260 см;181 см;96 см;156 см х 226 см;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-163.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-164.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-165.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-166.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-167.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-168.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-169.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-170.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-171.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-172.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-173.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-174.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-175.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-176.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-177.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-178.jpg;images/konstanta-site/kutovij-divan-jork/kutovij-divan-jork-kiev-odesa-lviv-179.jpg;0;0;0;0
Кутовий диван Розетта;В-11-1042-104599;Вектор;11999;310 см;180 см;91,5 см;0;images/konstanta-site/kutovij-divan-rozetta/kutovij-divan-rozetta-kiev-odesa-lviv-180.jpg;images/konstanta-site/kutovij-divan-rozetta/kutovij-divan-rozetta-kiev-odesa-lviv-181.jpg;images/konstanta-site/kutovij-divan-rozetta/kutovij-divan-rozetta-kiev-odesa-lviv-182.jpg;images/konstanta-site/kutovij-divan-rozetta/kutovij-divan-rozetta-kiev-odesa-lviv-183.jpg;images/konstanta-site/kutovij-divan-rozetta/kutovij-divan-rozetta-kiev-odesa-lviv-184.jpg;images/konstanta-site/kutovij-divan-rozetta/kutovij-divan-rozetta-kiev-odesa-lviv-185.jpg;images/konstanta-site/kutovij-divan-rozetta/kutovij-divan-rozetta-kiev-odesa-lviv-186.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Бока;M-15-77-7385;MiaNotti;15685;254 см;173 см;87 см;0;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-187.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-188.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-189.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-190.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-191.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-192.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-193.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-194.jpg;images/konstanta-site/kutovij-divan-boka/kutovij-divan-boka-kiev-odesa-lviv-195.jpg;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Калі;M-16-77-7399;MiaNotti;16999;298 см;172 см;81 см;0;images/konstanta-site/kutovij-divan-kal/kutovij-divan-kal-kiev-odesa-lviv-196.jpg;images/konstanta-site/kutovij-divan-kal/kutovij-divan-kal-kiev-odesa-lviv-197.jpg;images/konstanta-site/kutovij-divan-kal/kutovij-divan-kal-kiev-odesa-lviv-198.jpg;images/konstanta-site/kutovij-divan-kal/kutovij-divan-kal-kiev-odesa-lviv-199.jpg;images/konstanta-site/kutovij-divan-kal/kutovij-divan-kal-kiev-odesa-lviv-200.jpg;images/konstanta-site/kutovij-divan-kal/kutovij-divan-kal-kiev-odesa-lviv-201.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Енрік;В-99-1042-104599;Вектор;9999;252 см;162 см;90 см;0;images/konstanta-site/kutovij-divan-enrk/kutovij-divan-enrk-kiev-odesa-lviv-202.jpg;images/konstanta-site/kutovij-divan-enrk/kutovij-divan-enrk-kiev-odesa-lviv-203.jpg;images/konstanta-site/kutovij-divan-enrk/kutovij-divan-enrk-kiev-odesa-lviv-204.jpg;images/konstanta-site/kutovij-divan-enrk/kutovij-divan-enrk-kiev-odesa-lviv-205.jpg;images/konstanta-site/kutovij-divan-enrk/kutovij-divan-enrk-kiev-odesa-lviv-206.jpg;images/konstanta-site/kutovij-divan-enrk/kutovij-divan-enrk-kiev-odesa-lviv-207.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Корал;В-29-1042-104550;Вектор;29850;287 см;233 см;105 см;0;images/konstanta-site/kutovij-divan-koral/kutovij-divan-koral-kiev-odesa-lviv-208.jpg;images/konstanta-site/kutovij-divan-koral/kutovij-divan-koral-kiev-odesa-lviv-209.jpg;images/konstanta-site/kutovij-divan-koral/kutovij-divan-koral-kiev-odesa-lviv-210.jpg;images/konstanta-site/kutovij-divan-koral/kutovij-divan-koral-kiev-odesa-lviv-211.jpg;images/konstanta-site/kutovij-divan-koral/kutovij-divan-koral-kiev-odesa-lviv-212.jpg;images/konstanta-site/kutovij-divan-koral/kutovij-divan-koral-kiev-odesa-lviv-213.jpg;images/konstanta-site/kutovij-divan-koral/kutovij-divan-koral-kiev-odesa-lviv-214.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Шервуд 4 mini;В-39-1042-104580;Вектор;39980;264 см;190 см;94 см;230 см х 140 см;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-215.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-216.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-217.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-218.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-219.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-220.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-221.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-222.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-223.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-224.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-225.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-226.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-227.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-228.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-229.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-230.jpg;images/konstanta-site/kutovij-divan-shervud-4-mini/kutovij-divan-shervud-4-mini-kiev-odesa-lviv-231.jpg;0;0;0;0
Кутовий диван Лондон 5 mini;В-47-1042-104530;Вектор;47830;341 см;190 см;94 см;140 см х 300 см;images/konstanta-site/kutovij-divan-london-5-mini/kutovij-divan-london-5-mini-kiev-odesa-lviv-232.jpg;images/konstanta-site/kutovij-divan-london-5-mini/kutovij-divan-london-5-mini-kiev-odesa-lviv-233.jpg;images/konstanta-site/kutovij-divan-london-5-mini/kutovij-divan-london-5-mini-kiev-odesa-lviv-234.jpg;images/konstanta-site/kutovij-divan-london-5-mini/kutovij-divan-london-5-mini-kiev-odesa-lviv-235.jpg;images/konstanta-site/kutovij-divan-london-5-mini/kutovij-divan-london-5-mini-kiev-odesa-lviv-236.jpg;images/konstanta-site/kutovij-divan-london-5-mini/kutovij-divan-london-5-mini-kiev-odesa-lviv-237.jpg;images/konstanta-site/kutovij-divan-london-5-mini/kutovij-divan-london-5-mini-kiev-odesa-lviv-238.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Мексика;В-12-1042-104599;Вектор;12999;374 см;152 см;94 см;0;images/konstanta-site/kutovij-divan-meksika/kutovij-divan-meksika-kiev-odesa-lviv-239.jpg;images/konstanta-site/kutovij-divan-meksika/kutovij-divan-meksika-kiev-odesa-lviv-240.jpg;images/konstanta-site/kutovij-divan-meksika/kutovij-divan-meksika-kiev-odesa-lviv-241.jpg;images/konstanta-site/kutovij-divan-meksika/kutovij-divan-meksika-kiev-odesa-lviv-242.jpg;images/konstanta-site/kutovij-divan-meksika/kutovij-divan-meksika-kiev-odesa-lviv-243.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Зеон 5 mini;В-42-1042-104530;Вектор;42830;341 см;190 см;94 см;140 см х 300 см;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-244.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-245.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-246.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-247.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-248.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-249.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-250.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-251.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-252.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-253.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-254.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-255.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-256.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-257.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-258.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-259.jpg;images/konstanta-site/kutovij-divan-zeon-5-mini/kutovij-divan-zeon-5-mini-kiev-odesa-lviv-260.jpg;0;0;0;0
Кутовий диван Бозен Lite 5;К-40-1050-105470;Константа;40370;404 см;214 см;94 см;362 см х 140 см;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-261.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-262.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-263.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-264.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-265.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-266.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-267.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-268.jpg;images/konstanta-site/kutovij-divan-bozen-lite-5/kutovij-divan-bozen-lite-5-kiev-odesa-lviv-269.jpg;0;0;0;0;0;0;0;0;0;0;0;0
Модульний диван LEANDRO;M-58-77-7360;MiaNotti;58260;385 см;218 см;85 см;0;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-270.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-271.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-272.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-273.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-274.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-275.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий Диван Бозен 5;M-42-77-7330;MiaNotti;42430;418 см;214 см;94 см;370 см х 140 см;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-276.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-277.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-278.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-279.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-280.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-281.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-282.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-283.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-284.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-285.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-286.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-287.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-288.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-289.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-290.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-291.jpg;images/konstanta-site/kutovij-divan-bozen-5/kutovij-divan-bozen-5-kiev-odesa-lviv-292.jpg;0;0;0;0
Кутовий диван Лестер;M-21-77-7395;MiaNotti;21795;301 см;178,5 см;99 см;233 см х 132 см;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-293.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-294.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-295.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-296.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-297.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-298.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-299.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-300.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-301.jpg;images/konstanta-site/kutovij-divan-lester/kutovij-divan-lester-kiev-odesa-lviv-302.jpg;0;0;0;0;0;0;0;0;0;0;0
Модульний диван LEANDRO;M-48-77-7370;MiaNotti;48570;385 см;218 см;85 см;0;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-303.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-304.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-305.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-306.jpg;images/konstanta-site/modulnij-divan-leandro/modulnij-divan-leandro-kiev-odesa-lviv-307.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Модульний диван James;M-43-77-7390;MiaNotti;43990;301 см;218 см;85 см;0;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-308.jpg;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-309.jpg;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-310.jpg;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-311.jpg;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-312.jpg;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-313.jpg;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-314.jpg;images/konstanta-site/modulnij-divan-james/modulnij-divan-james-kiev-odesa-lviv-315.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Бозен ECO 4;К-28-1050-105430;Константа;28730;264 см;190 см;94 см;230 см х 140 см;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-316.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-317.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-318.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-319.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-320.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-321.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-322.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-323.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-324.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-325.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-326.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-327.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-328.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-329.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-330.jpg;images/konstanta-site/kutovij-divan-bozen-eco-4/kutovij-divan-bozen-eco-4-kiev-odesa-lviv-331.jpg;0;0;0;0;0
Кутовий диван Бозен 4;M-33-77-7360;MiaNotti;33060;316 см;214 см;94 см;270 см х 140 см;images/konstanta-site/kutovij-divan-bozen-4/kutovij-divan-bozen-4-kiev-odesa-lviv-332.jpg;images/konstanta-site/kutovij-divan-bozen-4/kutovij-divan-bozen-4-kiev-odesa-lviv-333.jpg;images/konstanta-site/kutovij-divan-bozen-4/kutovij-divan-bozen-4-kiev-odesa-lviv-334.jpg;images/konstanta-site/kutovij-divan-bozen-4/kutovij-divan-bozen-4-kiev-odesa-lviv-335.jpg;images/konstanta-site/kutovij-divan-bozen-4/kutovij-divan-bozen-4-kiev-odesa-lviv-336.jpg;images/konstanta-site/kutovij-divan-bozen-4/kutovij-divan-bozen-4-kiev-odesa-lviv-337.jpg;images/konstanta-site/kutovij-divan-bozen-4/kutovij-divan-bozen-4-kiev-odesa-lviv-338.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Бозен Lite 4;К-31-1050-105420;Константа;31420;302 см;214 см;94 см;263 см х 140 см;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-339.jpg;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-340.jpg;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-341.jpg;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-342.jpg;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-343.jpg;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-344.jpg;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-345.jpg;images/konstanta-site/kutovij-divan-bozen-lite-4/kutovij-divan-bozen-lite-4-kiev-odesa-lviv-346.jpg;0;0;0;0;0;0;0;0;0;0;0;0;0
Кутовий диван Бозен ECO 3;M-22-77-7350;MiaNotti;22050;230 см;178 см;94 см;230 см х 140 см;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-347.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-348.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-349.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-350.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-351.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-352.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-353.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-354.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-355.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-356.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-357.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-358.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-359.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-360.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-361.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-362.jpg;images/konstanta-site/kutovij-divan-bozen-eco-3/kutovij-divan-bozen-eco-3-kiev-odesa-lviv-363.jpg;0;0;0;0
